month,region,share_dda,share_sav,share_mma,share_cd,share_inv
2025-10,North Texas,0.177,0.39,0.041,0.119,0.273
2025-10,North Texas,0.423,0.444,0.07,0.024,0.039
2025-10,North Texas,0.259,0.292,0.156,0.264,0.028
2025-10,North Texas,0.407,0.275,0.078,0.169,0.071
2025-10,North Texas,0.388,0.288,0.1,0.095,0.128
2025-10,North Texas,0.504,0.223,0.193,0.056,0.024
2025-10,North Texas,0.331,0.29,0.028,0.349,0.003
2025-10,North Texas,0.124,0.252,0.415,0.168,0.04
2025-10,North Texas,0.692,0.097,0.015,0.129,0.066
2025-10,North Texas,0.098,0.422,0.307,0.149,0.024
2025-10,North Texas,0.53,0.263,0.141,0.049,0.016
2025-10,East Texas,0.357,0.202,0.243,0.194,0.004
2025-10,East Texas,0.285,0.253,0.221,0.21,0.03
2025-10,East Texas,0.339,0.197,0.137,0.261,0.066
2025-10,East Texas,0.345,0.214,0.12,0.19,0.132
2025-10,East Texas,0.373,0.308,0.137,0.154,0.028
2025-10,East Texas,0.222,0.065,0.552,0.091,0.07
2025-10,East Texas,0.228,0.255,0.267,0.235,0.014
2025-10,East Texas,0.312,0.116,0.139,0.385,0.047
2025-10,East Texas,0.204,0.283,0.417,0.053,0.044
2025-10,East Texas,0.436,0.136,0.14,0.138,0.15
2025-10,East Texas,0.456,0.016,0.167,0.285,0.077
2025-10,East Texas,0.362,0.164,0.183,0.221,0.07
2025-10,East Texas,0.407,0.15,0.11,0.269,0.063
2025-10,East Texas,0.07,0.242,0.277,0.221,0.19
2025-10,East Texas,0.438,0.177,0.2,0.17,0.015
2025-10,East Texas,0.31,0.125,0.153,0.4,0.012
2025-10,East Texas,0.466,0.051,0.023,0.263,0.197
2025-10,East Texas,0.212,0.159,0.428,0.146,0.056
2025-10,East Texas,0.229,0.375,0.199,0.129,0.067
2025-10,East Texas,0.399,0.164,0.082,0.262,0.092
2025-10,East Texas,0.329,0.12,0.317,0.118,0.116
2025-10,East Texas,0.295,0.152,0.168,0.185,0.199
2025-10,East Texas,0.235,0.258,0.255,0.064,0.188
2025-10,East Texas,0.506,0.201,0.062,0.145,0.085
2025-10,East Texas,0.216,0.312,0.384,0.082,0.006
2025-10,East Texas,0.485,0.112,0.181,0.13,0.092
2025-10,East Texas,0.377,0.423,0.126,0.025,0.049
2025-10,East Texas,0.307,0.456,0.174,0.031,0.031
2025-10,East Texas,0.325,0.306,0.221,0.134,0.015
2025-10,East Texas,0.275,0.246,0.221,0.237,0.021
2025-10,East Texas,0.484,0.252,0.18,0.076,0.008
2025-10,East Texas,0.703,0.062,0.079,0.094,0.062
2025-10,East Texas,0.365,0.242,0.201,0.156,0.035
2025-10,East Texas,0.313,0.179,0.288,0.197,0.024
2025-10,East Texas,0.107,0.522,0.153,0.143,0.075
2025-10,East Texas,0.332,0.136,0.332,0.196,0.004
2025-10,East Texas,0.364,0.347,0.187,0.056,0.046
2025-10,East Texas,0.316,0.173,0.188,0.233,0.089
2025-10,East Texas,0.31,0.419,0.087,0.143,0.043
2025-10,East Texas,0.377,0.254,0.12,0.182,0.068
2025-10,West Texas,0.16,0.242,0.04,0.148,0.41
2025-10,West Texas,0.309,0.075,0.41,0.144,0.063
2025-10,West Texas,0.226,0.158,0.165,0.384,0.068
2025-10,West Texas,0.294,0.238,0.35,0.083,0.035
2025-10,West Texas,0.05,0.11,0.062,0.618,0.16
2025-10,West Texas,0.386,0.324,0.147,0.035,0.108
2025-10,West Texas,0.256,0.282,0.05,0.354,0.057
2025-10,West Texas,0.291,0.113,0.051,0.455,0.09
2025-10,West Texas,0.506,0.29,0.129,0.026,0.048
2025-10,West Texas,0.389,0.222,0.064,0.053,0.271
2025-10,West Texas,0.551,0.165,0.065,0.136,0.083
2025-10,West Texas,0.313,0.085,0.091,0.372,0.139
2025-10,West Texas,0.314,0.391,0.025,0.157,0.113
2025-10,West Texas,0.333,0.257,0.155,0.219,0.036
2025-10,West Texas,0.28,0.404,0.094,0.164,0.058
2025-10,West Texas,0.195,0.229,0.394,0.149,0.033
2025-10,West Texas,0.29,0.125,0.125,0.454,0.006
2025-10,West Texas,0.245,0.447,0.202,0.092,0.014
2025-10,West Texas,0.47,0.37,0.029,0.103,0.029
2025-10,West Texas,0.252,0.364,0.219,0.125,0.041
2025-10,West Texas,0.574,0.234,0.116,0.042,0.033
2025-10,West Texas,0.23,0.356,0.106,0.296,0.012
2025-10,West Texas,0.289,0.04,0.42,0.177,0.074
2025-10,West Texas,0.12,0.472,0.094,0.264,0.05
2025-10,West Texas,0.238,0.493,0.065,0.159,0.044
2025-10,West Texas,0.364,0.184,0.18,0.261,0.011
2025-10,West Texas,0.486,0.254,0.169,0.019,0.072
2025-10,West Texas,0.222,0.348,0.14,0.246,0.043
2025-10,West Texas,0.417,0.157,0.173,0.137,0.116
2025-10,West Texas,0.534,0.186,0.122,0.126,0.033
2025-10,West Texas,0.315,0.247,0.212,0.224,0.002
2025-10,West Texas,0.343,0.142,0.263,0.232,0.02
2025-10,West Texas,0.222,0.228,0.196,0.171,0.184
2025-10,West Texas,0.316,0.238,0.046,0.326,0.075
2025-10,West Texas,0.574,0.191,0.1,0.107,0.028
2025-10,West Texas,0.374,0.157,0.14,0.279,0.051
2025-10,West Texas,0.096,0.149,0.189,0.493,0.073
2025-10,West Texas,0.235,0.31,0.12,0.295,0.04
2025-10,West Texas,0.227,0.25,0.034,0.429,0.061
2025-10,West Texas,0.152,0.331,0.077,0.288,0.152
